,GenBank ID,Accession,Description,Collection Date,Geographic Location,Sequence Length,Host,Intervals Total Length,Intervals Mean Length
543,KT806046.1,KT806046.1,"Middle East respiratory syndrome coronavirus isolate Hu/Hufuf-KSA-11002/2015, complete genome",10-May-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
544,KT806045.1,KT806045.1,"Middle East respiratory syndrome coronavirus isolate Hu/Jeddah-KSA-C21271/2015, complete genome",22-Feb-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
545,KT806044.1,KT806044.1,"Middle East respiratory syndrome coronavirus isolate Hu/Jeddah-KSA-C20843/2015, complete genome",09-Feb-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
546,KU242424.1,KU242424.1,"Middle East respiratory syndrome coronavirus isolate Camel/UAE/D469-14, complete genome",04-Mar-2014,['United Arab Emirates'],30112,Camelus dromedarius,324.0,9.818181818181818
547,KU242423.1,KU242423.1,"Middle East respiratory syndrome coronavirus isolate Camel/UAE/D511-14, complete genome",12-Mar-2014,['United Arab Emirates'],30112,Camelus dromedarius,324.0,9.818181818181818
548,KT368890.1,KT368890.1,"Middle East respiratory syndrome coronavirus isolate camel/Taif/T157(b)/2015, complete genome",Mar-2015,['Saudi Arabia'],30120,camel,324.0,9.818181818181818
549,KT368889.1,KT368889.1,"Middle East respiratory syndrome coronavirus isolate camel/Taif/T150/2015, complete genome",Mar-2015,['Saudi Arabia'],30110,camel,324.0,9.818181818181818
550,KT368888.1,KT368888.1,"Middle East respiratory syndrome coronavirus isolate camel/Taif/T98/2015, complete genome",Apr-2015,['Saudi Arabia'],30116,camel,324.0,9.818181818181818
551,KT368887.1,KT368887.1,"Middle East respiratory syndrome coronavirus isolate camel/Taif/T92/2015, complete genome",Apr-2015,['Saudi Arabia'],30116,camel,324.0,9.818181818181818
552,KT368886.1,KT368886.1,"Middle East respiratory syndrome coronavirus isolate camel/Taif/T91(b)/2015, complete genome",Apr-2015,['Saudi Arabia'],30118,camel,324.0,9.818181818181818
553,KT368885.1,KT368885.1,"Middle East respiratory syndrome coronavirus isolate camel/Taif/T89/2015, complete genome",Apr-2015,['Saudi Arabia'],30118,camel,324.0,9.818181818181818
554,KT368884.1,KT368884.1,"Middle East respiratory syndrome coronavirus isolate camel/Taif/T68/2015, complete genome",Apr-2015,['Saudi Arabia'],30114,camel,324.0,9.818181818181818
555,KT368883.1,KT368883.1,"Middle East respiratory syndrome coronavirus isolate camel/Taif/T22/2015, complete genome",Apr-2015,['Saudi Arabia'],30122,camel,314.0,9.8125
556,KT368882.1,KT368882.1,"Middle East respiratory syndrome coronavirus isolate camel/Taif/T16/2015, complete genome",Apr-2015,['Saudi Arabia'],30120,camel,314.0,9.8125
557,KT368881.1,KT368881.1,"Middle East respiratory syndrome coronavirus isolate camel/Taif/T7/2015, complete genome",Apr-2015,['Saudi Arabia'],30113,camel,314.0,9.8125
558,KT368880.1,KT368880.1,"Middle East respiratory syndrome coronavirus isolate camel/Taif/T3/2015, complete genome",Apr-2015,['Saudi Arabia'],30122,camel,314.0,9.8125
559,KT368879.1,KT368879.1,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry86/2015, complete genome",Mar-2015,['Saudi Arabia'],30107,camel,344.0,9.82857142857143
560,KT368878.1,KT368878.1,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry79/2015, complete genome",Mar-2015,['Saudi Arabia'],30117,camel,324.0,9.818181818181818
561,KT368877.1,KT368877.1,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry64/2015, complete genome",Mar-2015,['Saudi Arabia'],30118,camel,324.0,9.818181818181818
562,KT368876.1,KT368876.1,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry63/2015, complete genome",Mar-2015,['Saudi Arabia'],30121,camel,324.0,9.818181818181818
563,KT368875.1,KT368875.1,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry179/2015, complete genome",Mar-2015,['Saudi Arabia'],30113,camel,324.0,9.818181818181818
564,KT368874.1,KT368874.1,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry178/2015, complete genome",Mar-2015,['Saudi Arabia'],30122,camel,324.0,9.818181818181818
565,KT368873.1,KT368873.1,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry177/2015, complete genome",Mar-2015,['Saudi Arabia'],30118,camel,324.0,9.818181818181818
566,KT368872.1,KT368872.1,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry173/2015, complete genome",Mar-2015,['Saudi Arabia'],30122,camel,324.0,9.818181818181818
567,KT368871.1,KT368871.1,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry162/2015, complete genome",Mar-2015,['Saudi Arabia'],30118,camel,324.0,9.818181818181818
568,KT368870.1,KT368870.1,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry159(b)/2015, complete genome",Mar-2015,['Saudi Arabia'],30110,camel,324.0,9.818181818181818
569,KT368869.1,KT368869.1,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry137/2015, complete genome",Mar-2015,['Saudi Arabia'],30111,camel,324.0,9.818181818181818
570,KT368868.1,KT368868.1,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry136/2015, complete genome",Mar-2015,['Saudi Arabia'],30122,camel,324.0,9.818181818181818
571,KT368867.1,KT368867.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/Jd199/2015, complete genome",Feb-2015,['Saudi Arabia'],30116,camel,324.0,9.818181818181818
572,KT368866.1,KT368866.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/Jd175/2015, complete genome",Feb-2015,['Saudi Arabia'],30114,camel,324.0,9.818181818181818
573,KT368865.1,KT368865.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/Jd90/2015, complete genome",Jan-2015,['Saudi Arabia'],30109,camel,324.0,9.818181818181818
574,KT368864.1,KT368864.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/Jd87/2015, complete genome",Jan-2015,['Saudi Arabia'],30118,camel,324.0,9.818181818181818
575,KT368863.1,KT368863.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/Jd86/2015, complete genome",Jan-2015,['Saudi Arabia'],30120,camel,324.0,9.818181818181818
576,KT368862.1,KT368862.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/Jd85/2015, complete genome",Jan-2015,['Saudi Arabia'],30120,camel,324.0,9.818181818181818
577,KT368861.1,KT368861.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/Jd7/2015, complete genome",Jan-2015,['Saudi Arabia'],30118,camel,324.0,9.818181818181818
578,KT368859.1,KT368859.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/Jd4/2015, complete genome",Jan-2015,['Saudi Arabia'],30116,camel,324.0,9.818181818181818
579,KT368858.1,KT368858.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/Jd1(b)/2015, complete genome",Jan-2015,['Saudi Arabia'],30113,camel,324.0,9.818181818181818
580,KT368857.1,KT368857.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/S99/2014, complete genome",Sep-2014,['Saudi Arabia'],30119,camel,324.0,9.818181818181818
581,KT368856.1,KT368856.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/S94/2014, complete genome",Sep-2014,['Saudi Arabia'],30117,camel,324.0,9.818181818181818
582,KT368855.1,KT368855.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/S93/2014, complete genome",Sep-2014,['Saudi Arabia'],30115,camel,324.0,9.818181818181818
583,KT368854.1,KT368854.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/S73/2014, complete genome",Sep-2014,['Saudi Arabia'],30118,camel,324.0,9.818181818181818
584,KT368853.1,KT368853.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/S100/2014, complete genome",Sep-2014,['Saudi Arabia'],30108,camel,324.0,9.818181818181818
585,KT368852.1,KT368852.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/O47(b)/2014, complete genome",Oct-2014,['Saudi Arabia'],30117,camel,324.0,9.818181818181818
586,KT368851.1,KT368851.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/O30/2014, complete genome",Oct-2014,['Saudi Arabia'],30119,camel,324.0,9.818181818181818
587,KT368850.1,KT368850.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/O24/2014, complete genome",Oct-2014,['Saudi Arabia'],30118,camel,324.0,9.818181818181818
588,KT368849.1,KT368849.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/O23(b)/2014, complete genome",Oct-2014,['Saudi Arabia'],30117,camel,324.0,9.818181818181818
589,KT368848.1,KT368848.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/N68(b)/2014, complete genome",Nov-2014,['Saudi Arabia'],30118,camel,324.0,9.818181818181818
590,KT368847.1,KT368847.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/N62(b)/2014, complete genome",Nov-2014,['Saudi Arabia'],30110,camel,324.0,9.818181818181818
591,KT368846.1,KT368846.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/N51/2014, complete genome",Nov-2014,['Saudi Arabia'],30115,camel,324.0,9.818181818181818
592,KT368845.1,KT368845.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D92/2014, complete genome",Dec-2014,['Saudi Arabia'],30116,camel,342.0,9.771428571428572
593,KT368844.1,KT368844.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D90/2014, complete genome",Dec-2014,['Saudi Arabia'],30109,camel,342.0,9.771428571428572
594,KT368843.1,KT368843.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D88/2014, complete genome",Dec-2014,['Saudi Arabia'],30118,camel,342.0,9.771428571428572
595,KT368842.1,KT368842.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D50(b)/2014, complete genome",Dec-2014,['Saudi Arabia'],30116,camel,324.0,9.818181818181818
596,KT368841.1,KT368841.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D49/2014, complete genome",Dec-2014,['Saudi Arabia'],30110,camel,324.0,9.818181818181818
597,KT368840.1,KT368840.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D48/2014, complete genome",Dec-2014,['Saudi Arabia'],30116,camel,324.0,9.818181818181818
598,KT368839.1,KT368839.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D47/2014, complete genome",Dec-2014,['Saudi Arabia'],30117,camel,324.0,9.818181818181818
599,KT368838.1,KT368838.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D46(b)/2014, complete genome",Dec-2014,['Saudi Arabia'],30118,camel,324.0,9.818181818181818
600,KT368837.1,KT368837.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D45/2014, complete genome",Dec-2014,['Saudi Arabia'],30117,camel,324.0,9.818181818181818
601,KT368836.1,KT368836.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D43(b)/2014, complete genome",Dec-2014,['Saudi Arabia'],30119,camel,324.0,9.818181818181818
602,KT368835.1,KT368835.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D42/2014, complete genome",Dec-2014,['Saudi Arabia'],30119,camel,324.0,9.818181818181818
603,KT368834.1,KT368834.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D40/2014, complete genome",Dec-2014,['Saudi Arabia'],30113,camel,324.0,9.818181818181818
604,KT368833.1,KT368833.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D38(b)/2014, complete genome",Dec-2014,['Saudi Arabia'],30118,camel,324.0,9.818181818181818
605,KT368832.1,KT368832.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D36/2014, complete genome",Dec-2014,['Saudi Arabia'],30118,camel,324.0,9.818181818181818
606,KT368831.1,KT368831.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D35/2014, complete genome",Dec-2014,['Saudi Arabia'],30118,camel,324.0,9.818181818181818
607,KT368830.1,KT368830.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D34/2014, complete genome",Dec-2014,['Saudi Arabia'],30119,camel,324.0,9.818181818181818
608,KT368829.1,KT368829.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D33(b)/2014, complete genome",Dec-2014,['Saudi Arabia'],30118,camel,324.0,9.818181818181818
609,KT368828.1,KT368828.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D100/2014, complete genome",Dec-2014,['Saudi Arabia'],30119,camel,342.0,9.771428571428572
610,KT368827.1,KT368827.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/401/2014, complete genome",Sep-2014,['Saudi Arabia'],30114,camel,324.0,9.818181818181818
611,KT368826.1,KT368826.1,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry84N/2014, complete genome",Jul-2014,['Saudi Arabia'],30122,camel,324.0,9.818181818181818
612,KT368825.1,KT368825.1,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry23N/2014, complete genome",Jul-2014,['Saudi Arabia'],30119,camel,324.0,9.818181818181818
613,KT368824.1,KT368824.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/F13A/2014, complete genome",May-2014,['Saudi Arabia'],30115,camel,324.0,9.818181818181818
614,KT751244.1,KT751244.1,"Middle East respiratory syndrome-related coronavirus strain D2731.3/14, complete genome",09-DEC-2015,['United Arab Emirates: Dubai'],30107,dromedary camel,312.0,9.75
615,KT121581.1,KT121581.1,"Middle East respiratory syndrome coronavirus isolate KFMC-7, complete genome",03-May-2014,['Saudi Arabia'],29751,Homo sapiens,298.0,9.933333333333334
616,KT121580.1,KT121580.1,"Middle East respiratory syndrome coronavirus isolate KFMC-1, complete genome",28-Apr-2014,['Saudi Arabia'],29799,Homo sapiens,312.0,9.75
617,KT121579.1,KT121579.1,"Middle East respiratory syndrome coronavirus isolate KFMC-8, complete genome",30-Apr-2014,['Saudi Arabia'],29751,Homo sapiens,312.0,9.75
618,KT121578.1,KT121578.1,"Middle East respiratory syndrome coronavirus isolate KFMC-10, complete genome",01-May-2014,['Saudi Arabia'],29785,Homo sapiens,312.0,9.75
619,KT121577.1,KT121577.1,"Middle East respiratory syndrome coronavirus isolate KFMC-2, complete genome",11-May-2014,['Saudi Arabia'],29896,Homo sapiens,312.0,9.75
620,KT121576.1,KT121576.1,"Middle East respiratory syndrome coronavirus isolate KFMC-6, complete genome",18-May-2014,['Saudi Arabia'],29896,Homo sapiens,312.0,9.75
621,KT121575.1,KT121575.1,"Middle East respiratory syndrome coronavirus isolate KFMC-4, complete genome",12-May-2014,['Saudi Arabia'],29896,Homo sapiens,312.0,9.75
622,KT121574.1,KT121574.1,"Middle East respiratory syndrome coronavirus isolate KFMC-9, complete genome",07-May-2014,['Saudi Arabia'],29896,Homo sapiens,312.0,9.75
623,KT121573.1,KT121573.1,"Middle East respiratory syndrome coronavirus isolate KFMC-3, complete genome",09-May-2014,['Saudi Arabia'],29896,Homo sapiens,312.0,9.75
624,KT121572.1,KT121572.1,"Middle East respiratory syndrome coronavirus isolate KFMC-5, complete genome",12-May-2014,['Saudi Arabia'],29896,Homo sapiens,312.0,9.75
625,KM027262.1,KM027262.1,"Middle East respiratory syndrome coronavirus isolate Riyadh_2014KSA_683/KSA/2014, complete genome",22-Apr-2014,['Saudi Arabia'],29896,Homo sapiens,312.0,9.75
626,KM027261.1,KM027261.1,"Middle East respiratory syndrome coronavirus isolate Makkah_C9355/KSA/Makkah/2014-04-15, complete genome",15-Apr-2014,['Saudi Arabia'],29809,Homo sapiens,324.0,9.818181818181818
627,KM027260.1,KM027260.1,"Middle East respiratory syndrome coronavirus isolate Jeddah_C10306/KSA/2014-04-20, complete genome",21-Apr-2014,['Saudi Arabia'],29874,Homo sapiens,324.0,9.818181818181818
628,KM027259.1,KM027259.1,"Middle East respiratory syndrome coronavirus isolate Jeddah_C9055/KSA/2014-04-14, complete genome",14-Apr-2014,['Saudi Arabia'],29918,Homo sapiens,324.0,9.818181818181818
629,KM027258.1,KM027258.1,"Middle East respiratory syndrome coronavirus isolate Jeddah_C8826/KSA/2014-04-12, complete genome",12-Apr-2014,['Saudi Arabia'],29809,Homo sapiens,324.0,9.818181818181818
630,KM027257.1,KM027257.1,"Middle East respiratory syndrome coronavirus isolate Jeddah_C7770/KSA/2014-04-07, complete genome",07-Apr-2014,['Saudi Arabia'],29774,Homo sapiens,324.0,9.818181818181818
631,KM027256.1,KM027256.1,"Middle East respiratory syndrome coronavirus isolate Jeddah_C7569/KSA/2014-04-03, complete genome",2014,['Saudi Arabia'],29918,Homo sapiens,324.0,9.818181818181818
632,KM027255.1,KM027255.1,"Middle East respiratory syndrome coronavirus isolate Jeddah_C7149/KSA/2014-04-05, complete genome",2014,['Saudi Arabia'],29919,Homo sapiens,324.0,9.818181818181818
633,KJ813439.1,KJ813439.1,"Middle East respiratory syndrome coronavirus strain Indiana/USA-1_Saudi Arabia_2014, complete genome",30-Apr-2014,['USA'],30123,Homo sapiens,312.0,9.75
634,KT029139.1,KT029139.1,"Middle East respiratory syndrome coronavirus isolate MERS-CoV/KOR/KNIH/002_05_2015, complete genome",20-May-2015,['South Korea'],30108,Homo sapiens,324.0,9.818181818181818
635,KT006149.2,KT006149.2,"Middle East respiratory syndrome coronavirus strain ChinaGD01, complete genome",27-May-2015,['China'],30114,Homo sapiens,324.0,9.818181818181818
636,KT156561.1,KT156561.1,"Middle East respiratory syndrome coronavirus strain Hu/Oman_2874_2013, complete genome",28-Dec-2013,['Oman'],30123,Homo sapiens,324.0,9.818181818181818
637,KT156560.1,KT156560.1,"Middle East respiratory syndrome coronavirus strain Hu/Oman_2285_2013, complete genome",28-Oct-2013,['Oman'],30123,Homo sapiens,324.0,9.818181818181818
638,KT036374.1,KT036374.1,"Middle East respiratory syndrome coronavirus isolate ChinaGD01 variant 2, partial genome",28-May-2015,['China'],29514,Homo sapiens,310.0,10.0
639,KT036373.1,KT036373.1,"Middle East respiratory syndrome coronavirus isolate ChinaGD01 variant 1, partial genome",28-May-2015,['China'],29509,Homo sapiens,310.0,10.0
640,KT036372.1,KT036372.1,"Middle East respiratory syndrome coronavirus isolate ChinaGD01, partial genome",28-May-2015,['China'],29928,Homo sapiens,324.0,9.818181818181818
641,KR011266.1,KR011266.1,"Middle East respiratory syndrome coronavirus strain Hu/Riyadh-KSA-2049/2015, complete genome",06-Jan-2015,['Saudi Arabia'],30096,Homo sapiens,312.0,9.75
642,KR011265.1,KR011265.1,"Middle East respiratory syndrome coronavirus strain Hu/Riyadh-KSA-2466/2015, complete genome",26-Jan-2015,['Saudi Arabia'],30096,Homo sapiens,312.0,9.75
643,KR011264.1,KR011264.1,"Middle East respiratory syndrome coronavirus strain Hu/Riyadh-KSA-2343/2015, complete genome",21-Jan-2015,['Saudi Arabia'],30096,Homo sapiens,312.0,9.75
644,KR011263.1,KR011263.1,"Middle East respiratory syndrome coronavirus strain Hu/Riyadh-KSA-2345/2015, complete genome",21-Jan-2015,['Saudi Arabia'],30096,Homo sapiens,312.0,9.75
645,KJ361503.1,KJ361503.1,"Middle East respiratory syndrome coronavirus isolate Hu-France - FRA2_130569-2013_Isolate_Sanger, complete genome",07-May-2013,['France'],30040,Homo sapiens,324.0,9.818181818181818
646,KJ361502.1,KJ361502.1,"Middle East respiratory syndrome coronavirus isolate Hu-France - FRA2_130569-2013_InSpu_Sanger, complete genome",07-May-2013,['France'],29783,Homo sapiens,324.0,9.818181818181818
647,KJ361501.1,KJ361501.1,"Middle East respiratory syndrome coronavirus isolate Hu-France - FRA2_130569-2013_IS_HTS, complete genome",07-May-2013,['France'],29880,Homo sapiens,324.0,9.818181818181818
648,KJ361500.1,KJ361500.1,"Middle East respiratory syndrome coronavirus isolate Hu-France (UAE) - FRA1_1627-2013_BAL_Sanger, complete genome",26-Apr-2013,['France'],29267,Homo sapiens,246.0,9.84
649,KJ361499.1,KJ361499.1,"Middle East respiratory syndrome coronavirus isolate Hu-France (UAE) - FRA1_1627-2013_BAL_HTS, partial genome",26-Apr-2013,['France'],29780,Homo sapiens,316.0,9.875
650,KP719933.1,KP719933.1,"Middle East respiratory syndrome coronavirus isolate Camel/UAE/D1209/2014, complete genome",09-FEB-2015,['United Arab Emirates'],29559,Camelus dromedarius,324.0,9.818181818181818
651,KP719932.1,KP719932.1,"Middle East respiratory syndrome coronavirus isolate Camel/UAE/D1243.12/2014, complete genome",Jun-2014,['United Arab Emirates'],29559,Camelus dromedarius,324.0,9.818181818181818
652,KP719931.1,KP719931.1,"Middle East respiratory syndrome coronavirus isolate Camel/UAE/D1339.2/2014, complete genome",Jun-2014,['United Arab Emirates'],29559,Camelus dromedarius,324.0,9.818181818181818
653,KP719930.1,KP719930.1,"Middle East respiratory syndrome coronavirus isolate Camel/UAE/D1164.14/2014, complete genome",Jun-2014,['United Arab Emirates'],29559,Camelus dromedarius,324.0,9.818181818181818
654,KP719929.1,KP719929.1,"Middle East respiratory syndrome coronavirus isolate Camel/UAE/D1164.11/2014, complete genome",Jun-2014,['United Arab Emirates'],29559,Camelus dromedarius,324.0,9.818181818181818
655,KP719928.1,KP719928.1,"Middle East respiratory syndrome coronavirus isolate Camel/UAE/D1164.10/2014, complete genome",Jun-2014,['United Arab Emirates'],29559,Camelus dromedarius,324.0,9.818181818181818
656,KP719927.1,KP719927.1,"Middle East respiratory syndrome coronavirus isolate Camel/UAE/D1164.9/2014, complete genome",Jun-2014,['United Arab Emirates'],29559,Camelus dromedarius,324.0,9.818181818181818
657,KM210278.1,KM210278.1,"Middle East respiratory syndrome coronavirus isolate England/3/2013, complete genome",10-Feb-2013,['United Kingdom'],30035,Homo sapiens,324.0,9.818181818181818
658,KM210277.1,KM210277.1,"Middle East respiratory syndrome coronavirus isolate England/4/2013, complete genome",13-Feb-2013,['United Kingdom'],30031,Homo sapiens,324.0,9.818181818181818
659,KP223131.1,KP223131.1,"Middle East respiratory syndrome coronavirus isolate Florida/USA-2_Saudi Arabia_2014, complete genome",Jun-2014,['USA'],30123,Homo sapiens,324.0,9.818181818181818
660,KJ650098.1,KJ650098.1,"Middle East respiratory syndrome coronavirus isolate Camel/Qatar_2_2014, complete genome",16-Feb-2014,['Qatar'],30117,Camelus dromedarius,324.0,9.818181818181818
661,KJ650297.1,KJ650297.1,"Middle East respiratory syndrome coronavirus isolate KFU-HKU 1, complete genome",30-Nov-2013,['Saudi Arabia'],30105,dromedary,324.0,9.818181818181818
662,KJ650296.1,KJ650296.1,"Middle East respiratory syndrome coronavirus isolate KFU-HKU 19Dam, complete genome",30-Dec-2013,['Saudi Arabia'],30099,dromedary,324.0,9.818181818181818
663,KJ650295.1,KJ650295.1,"Middle East respiratory syndrome coronavirus isolate KFU-HKU 13, complete genome",30-Dec-2013,['Saudi Arabia'],30100,dromedary,324.0,9.818181818181818
664,KF600652.1,KF600652.1,"Middle East respiratory syndrome coronavirus isolate Riyadh_2_2012, complete genome",30-Oct-2012,['Saudi Arabia'],30082,Homo sapiens,324.0,9.818181818181818
665,KF600651.1,KF600651.1,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_18_2013, complete genome",23-May-2013,['Saudi Arabia'],30105,Homo sapiens,324.0,9.818181818181818
666,KF600647.1,KF600647.1,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_17_2013, complete genome",15-May-2013,['Saudi Arabia'],30115,Homo sapiens,324.0,9.818181818181818
667,KF600645.1,KF600645.1,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_15_2013, complete genome",11-May-2013,['Saudi Arabia'],30071,Homo sapiens,324.0,9.818181818181818
668,KF600644.1,KF600644.1,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_16_2013, complete genome",12-May-2013,['Saudi Arabia'],30078,Homo sapiens,324.0,9.818181818181818
669,KF600634.1,KF600634.1,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_21_2013, complete genome",30-May-2013,['Saudi Arabia'],30063,Homo sapiens,324.0,9.818181818181818
670,KF600632.1,KF600632.1,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_19_2013, complete genome",23-May-2013,['Saudi Arabia'],30108,Homo sapiens,324.0,9.818181818181818
671,KF600630.1,KF600630.1,"Middle East respiratory syndrome coronavirus isolate Buraidah_1_2013, complete genome",13-May-2013,['Saudi Arabia'],30081,Homo sapiens,324.0,9.818181818181818
672,KF600628.1,KF600628.1,"Middle East respiratory syndrome coronavirus isolate Hafr-Al-Batin_1_2013, complete genome",04-Jun-2013,['Saudi Arabia'],30104,Homo sapiens,324.0,9.818181818181818
673,KF600627.1,KF600627.1,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_12_2013, complete genome",07-May-2013,['Saudi Arabia'],30076,Homo sapiens,324.0,9.818181818181818
674,KF600620.1,KF600620.1,"Middle East respiratory syndrome coronavirus isolate Bisha_1_2012, complete genome",19-Jun-2012,['Saudi Arabia'],30056,Homo sapiens,324.0,9.818181818181818
675,KF600613.1,KF600613.1,"Middle East respiratory syndrome coronavirus isolate Riyadh_3_2013, complete genome",05-Feb-2013,['Saudi Arabia'],30064,Homo sapiens,324.0,9.818181818181818
676,KF600612.1,KF600612.1,"Middle East respiratory syndrome coronavirus isolate Riyadh_1_2012, complete genome",23-Oct-2012,['Saudi Arabia'],30063,Homo sapiens,324.0,9.818181818181818
677,KF192507.1,KF192507.1,"Middle East respiratory syndrome coronavirus, complete genome",2013,['United Arab Emirates'],30123,Homo sapiens,324.0,9.818181818181818
678,KF186565.1,KF186565.1,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_3_2013, complete genome",22-Apr-2013,['Saudi Arabia'],30069,Homo sapiens,324.0,9.818181818181818
679,KF186567.1,KF186567.1,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_1_2013, complete genome",09-May-2013,['Saudi Arabia'],30117,Homo sapiens,324.0,9.818181818181818
680,KF186566.1,KF186566.1,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_2_2013, complete genome",21-Apr-2013,['Saudi Arabia'],30113,Homo sapiens,324.0,9.818181818181818
681,KF186564.1,KF186564.1,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_4_2013, complete genome",01-May-2013,['Saudi Arabia'],30081,Homo sapiens,324.0,9.818181818181818
682,KM015348.1,KM015348.1,"Middle East respiratory syndrome coronavirus isolate England/2/2013, complete genome",10-Feb-2013,['United Kingdom'],30042,Homo sapiens,324.0,9.818181818181818
683,KF958702.1,KF958702.1,"Middle East respiratory syndrome coronavirus isolate MERS-CoV-Jeddah-human-1, complete genome",05-Nov-2013,['Saudi Arabia'],29851,Homo sapiens,324.0,9.818181818181818
684,KF917527.1,KF917527.1,"Middle East respiratory syndrome coronavirus isolate MERS-CoV-Jeddah-Camel-1, complete genome",08-Nov-2013,['Saudi Arabia'],29851,camel,324.0,9.818181818181818
685,KJ556336.1,KJ556336.1,"Middle East respiratory syndrome coronavirus isolate Jeddah_1_2013, complete genome",06-Nov-2013,['Saudi Arabia'],29890,Homo sapiens,324.0,9.818181818181818
686,KJ477102.1,KJ477102.1,"Middle East respiratory syndrome coronavirus, complete genome",2013,['Egypt'],29908,camelus dromedarius,284.0,9.793103448275861
687,KJ829365.1,KJ829365.1,"Middle East respiratory syndrome coronavirus strain Florida/USA-2_Saudi Arabia_2014, complete genome",10-May-2014,['USA'],30123,Homo sapiens,324.0,9.818181818181818
688,KJ713299.1,KJ713299.1,"Middle East respiratory syndrome coronavirus isolate KSA-CAMEL-376, complete genome",Nov-2013,['Saudi Arabia'],30116,Camelus dromedarius,324.0,9.818181818181818
